k = 2.840220-0.003609 i
Vec Object: 4 MPI processes
  type: mpi
Process [0]
5.4495e-05 + 5.40432e-06 i
2.38693e-05 + 5.11108e-06 i
9.32371e-06 + 9.96386e-06 i
5.05786e-06 + 2.65095e-06 i
1.58504e-06 + 4.70113e-06 i
1.63534e-06 + 1.86575e-07 i
1.4947e-07 + 2.4283e-06 i
7.84747e-07 - 4.49513e-07 i
-1.94327e-07 + 1.40033e-06 i
4.64891e-07 - 4.36082e-07 i
-2.17451e-07 + 9.59538e-07 i
3.48662e-07 - 2.88001e-07 i
-1.81353e-07 + 7.23405e-07 i
4.23687e-07 - 2.89275e-07 i
4.10146e-08 + 7.22365e-07 i
1.0867e-07 + 1.00749e-06 i
3.49577e-07 - 7.04315e-07 i
6.86564e-08 + 1.11856e-06 i
3.85577e-07 - 8.2515e-07 i
1.92298e-08 + 1.44814e-06 i
5.43812e-07 - 9.7977e-07 i
1.0598e-07 + 2.03887e-06 i
9.78898e-07 - 9.40144e-07 i
6.58084e-07 + 3.09382e-06 i
2.30954e-06 - 2.73298e-07 i
3.03576e-06 + 5.31093e-06 i
7.40186e-06 + 1.71699e-06 i
1.34993e-05 + 8.92899e-06 i
3.02866e-05 - 2.93356e-07 i
6.31972e-05 - 6.7921e-06 i
0.000137108 - 0.000107779 i
0.000159433 - 0.000329348 i
-4.32355e-05 - 0.000381341 i
-0.000257639 - 0.000323414 i
-0.000290425 - 6.81564e-05 i
-1.56191e-08 - 1.36145e-07 i
0.000289801 + 6.79756e-05 i
0.000257827 + 0.000322607 i
4.33285e-05 + 0.000380536 i
-0.000157642 + 0.000328037 i
-0.000136219 + 0.000107826 i
-6.23752e-05 + 6.7568e-06 i
-3.02457e-05 + 4.63655e-07 i
-1.30729e-05 - 9.08762e-06 i
-7.55314e-06 - 1.58676e-06 i
-2.66041e-06 - 5.50391e-06 i
-2.52886e-06 + 3.89476e-07 i
-3.39583e-07 - 3.22213e-06 i
-1.24646e-06 + 1.07506e-06 i
1.19672e-07 - 2.13531e-06 i
-8.10602e-07 + 1.13179e-06 i
1.98149e-07 - 1.45368e-06 i
-7.22073e-07 + 9.89743e-07 i
1.44485e-07 - 1.29119e-06 i
-1.2785e-06 + 1.0222e-06 i
-7.30688e-07 - 1.47036e-06 i
-2.5026e-07 - 2.36066e-06 i
-1.15335e-06 + 1.03309e-06 i
-1.99593e-07 - 2.49276e-06 i
-1.23316e-06 + 1.16162e-06 i
-1.9855e-07 - 2.96156e-06 i
-1.61742e-06 + 1.16588e-06 i
-5.99808e-07 - 3.96654e-06 i
-2.71083e-06 + 6.00355e-07 i
-2.22233e-06 - 5.98466e-06 i
-5.92579e-06 - 1.41948e-06 i
-7.72652e-06 - 1.02285e-05 i
-1.62456e-05 - 6.07453e-06 i
-2.67866e-05 - 1.67045e-05 i
-5.21599e-05 - 5.47092e-06 i
-9.29914e-05 + 3.53076e-06 i
-0.000166553 + 0.000113595 i
-0.000173057 + 0.000315226 i
3.16767e-05 + 0.000377681 i
0.000249463 + 0.000339169 i
0.000301498 + 0.000106478 i
-1.86625e-07 - 7.256e-07 i
-0.000301233 - 0.000107866 i
-0.000250203 - 0.00033944 i
-3.23263e-05 - 0.000377731 i
0.000170811 - 0.000314504 i
0.000165272 - 0.000114029 i
9.17879e-05 - 3.83752e-06 i
5.19069e-05 + 5.10221e-06 i
2.62048e-05 + 1.67959e-05 i
1.63818e-05 + 5.84412e-06 i
7.32835e-06 + 1.04022e-05 i
6.09096e-06 + 1.28667e-06 i
1.79705e-06 + 6.13623e-06 i
2.96078e-06 - 7.86097e-07 i
2.31146e-07 + 4.08405e-06 i
1.99596e-06 - 1.51251e-06 i
-2.49098e-07 + 2.87053e-06 i
1.57948e-06 - 1.33679e-06 i
2.89161e-07 + 2.64356e-06 i
1.979e-06 - 1.28554e-06 i
4.78056e-07 + 2.62361e-06 i
-3.17759e-06 - 4.29196e-06 i
3.20331e-06 - 1.09172e-05 i
-3.45954e-06 - 4.18663e-06 i
3.20192e-06 - 1.17707e-05 i
-4.19728e-06 - 5.29083e-06 i
3.28887e-06 - 1.56242e-05 i
-5.18325e-06 - 1.11389e-05 i
3.08252e-06 - 2.70536e-05 i
-6.78964e-06 - 2.88186e-05 i
1.62033e-06 - 5.85553e-05 i
-1.06946e-05 - 8.10523e-05 i
-4.40111e-06 - 0.000150021 i
-2.18563e-05 - 0.000236369 i
-2.50511e-05 - 0.000418343 i
-6.12707e-05 - 0.000680776 i
-0.000106056 - 0.00115393 i
-0.00030734 - 0.00174489 i
-0.000722298 - 0.00217602 i
-0.00111156 - 0.00216313 i
-0.00104024 - 0.00136002 i
-2.2173e-07 - 7.16842e-06 i
0.00103702 + 0.00134592 i
0.00110989 + 0.00214708 i
0.000720092 + 0.00216255 i
0.000308836 + 0.00173429 i
0.000106317 + 0.00114764 i
6.25062e-05 + 0.000676153 i
2.48517e-05 + 0.000415978 i
2.29223e-05 + 0.000234105 i
3.25506e-06 + 0.000148838 i
1.10159e-05 + 7.95537e-05 i
-2.85604e-06 + 5.79098e-05 i
7.53241e-06 + 2.85155e-05 i
-4.56628e-06 + 2.76718e-05 i
3.37153e-06 + 8.50261e-06 i
-7.97256e-06 + 1.13645e-05 i
-5.26938e-07 - 1.75017e-06 i
-6.39128e-06 + 9.32373e-06 i
1.1128e-06 - 1.15619e-06 i
-1.26588e-05 + 3.35855e-06 i
-3.37922e-06 + 7.91082e-06 i
5.35786e-05 + 3.19663e-05 i
-5.46969e-05 - 0.000106572 i
5.55556e-05 + 3.45535e-05 i
-5.79673e-05 - 0.0001114 i
6.06106e-05 + 3.47983e-05 i
-6.35286e-05 - 0.000130505 i
6.75934e-05 + 1.33542e-05 i
-6.95891e-05 - 0.000186413 i
7.36895e-05 - 6.46168e-05 i
-7.16215e-05 - 0.000333831 i
8.09813e-05 - 0.000297865 i
-7.01703e-05 - 0.000733476 i
8.763e-05 - 0.000958919 i
-6.43314e-05 - 0.00181604 i
0.00010025 - 0.00264179 i
-4.08852e-05 - 0.00422592 i
0.000207577 - 0.00571758 i
0.000178015 - 0.00758952 i
0.000313288 - 0.00810307 i
-0.0011965 - 0.00678972 i
1.06786e-07 - 9.31131e-06 i
0.00119068 + 0.00675603 i
-0.000318934 + 0.00806188 i
-0.000182473 + 0.0075468 i
-0.000210508 + 0.00568691 i
4.07839e-05 + 0.00420545 i
-0.000103129 + 0.00263173 i
6.66883e-05 + 0.0017963 i
-8.67992e-05 + 0.000952346 i
6.86192e-05 + 0.00072464 i
-8.38805e-05 + 0.000293254 i
7.19355e-05 + 0.000332947 i
-7.73589e-05 + 6.89412e-05 i
6.683e-05 + 0.000187397 i
-7.39074e-05 - 1.47879e-05 i
5.57687e-05 + 0.000145746 i
-6.18713e-05 - 1.87923e-05 i
7.98422e-05 + 0.000133893 i
-2.47754e-05 - 2.7112e-05 i
9.69943e-05 + 9.49726e-05 i
4.42356e-06 + 3.90875e-05 i
6.19145e-06 - 5.46642e-05 i
6.47844e-06 - 8.44164e-05 i
5.70197e-06 - 5.50343e-05 i
5.70892e-06 - 8.99998e-05 i
5.76125e-06 - 6.86683e-05 i
6.71461e-06 - 0.000122805 i
9.14038e-06 - 0.000126105 i
1.26431e-05 - 0.000224047 i
1.97513e-05 - 0.000290797 i
2.99949e-05 - 0.00050176 i
4.88637e-05 - 0.000753512 i
7.83209e-05 - 0.00127589 i
0.000128385 - 0.00202682 i
0.000206307 - 0.00331044 i
0.00032153 - 0.00509003 i
0.000472825 - 0.00746389 i
0.000614499 - 0.00965253 i
0.000782561 - 0.0104158 i
0.000958346 - 0.0084443 i
0.000586015 - 0.00463985 i
-2.09792e-06 - 3.63387e-06 i
-0.000587737 + 0.0046174 i
-0.000967918 + 0.0084246 i
-0.000786977 + 0.01038 i
-0.000621339 + 0.00963049 i
-0.000472391 + 0.00744024 i
-0.000325359 + 0.00508613 i
-0.00020472 + 0.00329539 i
-0.000132185 + 0.00202648 i
-7.64536e-05 + 0.00126441 i
-5.12475e-05 + 0.000761741 i
-2.81347e-05 + 0.000496929 i
-2.36276e-05 + 0.000300056 i
-1.08721e-05 + 0.000220989 i
-1.25458e-05 + 0.000140417 i
-5.04182e-06 + 0.000131678 i
-1.21255e-05 + 0.000102778 i
-4.68632e-06 + 9.6903e-05 i
-3.5361e-06 + 8.09408e-05 i
-1.77263e-06 + 8.27628e-05 i
-2.61136e-05 + 4.74137e-05 i
1.13302e-05 - 9.82796e-05 i
1.28784e-05 - 9.39809e-05 i
1.071e-05 - 9.94289e-05 i
1.23587e-05 - 0.000100706 i
1.14583e-05 - 0.000120105 i
1.57136e-05 - 0.000143824 i
1.88627e-05 - 0.000199865 i
2.88613e-05 - 0.000276769 i
4.09529e-05 - 0.000419653 i
6.51828e-05 - 0.00063709 i
0.000100668 - 0.00100957 i
0.000162638 - 0.00159407 i
0.000257154 - 0.00252762 i
0.000403061 - 0.00388577 i
0.000602318 - 0.00569574 i
0.000841636 - 0.00758591 i
0.00106428 - 0.00869561 i
0.00109321 - 0.00777718 i
0.000741813 - 0.00498548 i
0.000333463 - 0.00211186 i
-2.88018e-07 - 6.98297e-07 i
-0.000331165 + 0.00210779 i
-0.000740443 + 0.00498849 i
-0.00108806 + 0.00777816 i
-0.00106211 + 0.00870695 i
-0.000838008 + 0.00759288 i
-0.000601742 + 0.0057044 i
-0.000400167 + 0.0038857 i
-0.000256582 + 0.00252901 i
-0.000160689 + 0.00159089 i
-0.000101476 + 0.00101251 i
-6.34597e-05 + 0.000636055 i
-4.19241e-05 + 0.000419093 i
-2.77835e-05 + 0.000273278 i
-1.9833e-05 + 0.000203095 i
-1.44073e-05 + 0.000139528 i
-1.18356e-05 + 0.000118092 i
-1.13861e-05 + 8.8754e-05 i
-5.95466e-06 + 8.83284e-05 i
-1.43804e-06 + 7.17694e-05 i
2.16156e-06 + 8.59618e-05 i
1.87757e-05 - 0.000146398 i
1.65749e-05 - 0.00014022 i
1.79154e-05 - 0.00014805 i
1.56724e-05 - 0.000150449 i
1.93292e-05 - 0.000179282 i
2.05078e-05 - 0.000216305 i
3.05585e-05 - 0.000300146 i
3.98274e-05 - 0.000419876 i
6.33289e-05 - 0.000637225 i
9.34693e-05 - 0.00097316 i
0.000152336 - 0.00154652 i
0.000239003 - 0.00245216 i
0.000385742 - 0.00388549 i
0.000595173 - 0.00595532 i
0.000887874 - 0.00861256 i
0.00120518 - 0.0111488 i
0.00145725 - 0.0119434 i
0.00137697 - 0.00949732 i
0.000868218 - 0.00538807 i
0.0003457 - 0.00211111 i
-1.28104e-06 - 8.09502e-07 i
-0.000345976 + 0.00210432 i
-0.000873698 + 0.00537598 i
-0.00138346 + 0.00947741 i
-0.00146883 + 0.011922 i
-0.00121215 + 0.0111269 i
-0.000895616 + 0.00859752 i
-0.000598375 + 0.00594393 i
-0.000389939 + 0.00387753 i
-0.000239574 + 0.00244566 i
-0.000155193 + 0.00154029 i
-9.23694e-05 + 0.00096857 i
-6.56683e-05 + 0.000634972 i
-3.97671e-05 + 0.000420059 i
-3.35804e-05 + 0.000305343 i
-1.88833e-05 + 0.000211593 i
-2.11173e-05 + 0.000179832 i
-1.62317e-05 + 0.000150395 i
-2.09558e-05 + 0.000165498 i
-1.60877e-05 + 0.000162145 i
-1.51283e-05 + 0.000119862 i
-1.48548e-08 + 5.77055e-09 i
-2.54692e-09 - 2.74992e-08 i
-1.51047e-08 + 5.84331e-09 i
-3.36997e-09 - 2.81338e-08 i
-1.65433e-08 + 3.36908e-09 i
-6.55996e-09 - 3.30981e-08 i
-2.16413e-08 - 4.16263e-09 i
-1.52917e-08 - 4.65064e-08 i
-3.42668e-08 - 2.95171e-08 i
-3.08211e-08 - 9.12138e-08 i
-5.17251e-08 - 1.11991e-07 i
-4.59581e-08 - 2.37047e-07 i
-5.65172e-08 - 3.51199e-07 i
-2.22345e-08 - 6.01007e-07 i
1.10482e-08 - 8.26541e-07 i
7.98307e-08 - 1.09047e-06 i
1.01103e-07 - 1.09133e-06 i
1.34275e-07 - 9.92107e-07 i
5.75136e-08 - 8.65485e-07 i
-1.06546e-07 - 6.25045e-07 i
-2.45575e-07 - 2.67634e-07 i
-3.88689e-07 - 2.23381e-07 i
-6.05606e-07 + 1.39552e-07 i
-9.56885e-07 + 8.55999e-07 i
-1.27173e-06 + 1.32913e-06 i
-1.19806e-06 + 1.25378e-06 i
-9.82404e-07 + 1.031e-06 i
-7.04213e-07 + 7.06043e-07 i
-5.01319e-07 + 4.90551e-07 i
-3.2718e-07 + 2.85564e-07 i
-2.30631e-07 + 1.94944e-07 i
-1.3551e-07 + 7.47779e-08 i
-1.02412e-07 + 6.88673e-08 i
-5.8319e-08 + 3.65419e-08 i
-6.2656e-08 + 9.93632e-08 i
-3.9483e-08 + 9.35345e-08 i
-4.83522e-08 + 1.44394e-07 i
-3.20771e-08 + 1.2435e-07 i
-5.07618e-08 + 1.72746e-07 i
-3.48472e-08 + 1.36281e-07 i
-1.02953e-07 + 3.0329e-07 i
-1.95025e-05 + 0.00014618 i
-1.62736e-05 + 0.000140734 i
-1.86234e-05 + 0.000147802 i
-1.53677e-05 + 0.000150869 i
-1.99639e-05 + 0.000178868 i
-2.02008e-05 + 0.000216263 i
-3.12364e-05 + 0.000299839 i
-3.97036e-05 + 0.000420699 i
-6.47452e-05 + 0.000637158 i
-9.41889e-05 + 0.000974724 i
-0.000154979 + 0.00154816 i
-0.000241676 + 0.00245452 i
-0.000391628 + 0.00388863 i
-0.000602721 + 0.00595731 i
-0.000899881 + 0.00861369 i
-0.00121936 + 0.0111499 i
-0.00147371 + 0.0119425 i
-0.00138887 + 0.00949636 i
-0.000875443 + 0.00538732 i
-0.000347904 + 0.0021117 i
-4.96818e-07 + 8.41069e-07 i
0.000343526 - 0.00210442 i
0.000866182 - 0.00537532 i
0.00137179 - 0.00947511 i
0.00145371 - 0.0119162 i
0.0011995 - 0.0111202 i
0.000885406 - 0.00859191 i
0.000592083 - 0.00594044 i
0.000385324 - 0.00387744 i
0.000236089 - 0.00244491 i
0.000153236 - 0.00154183 i
9.22956e-05 - 0.000971938 i
6.51035e-05 - 0.000636912 i
3.97886e-05 - 0.000419698 i
3.18987e-05 - 0.00029813 i
1.79261e-05 - 0.000204308 i
2.13656e-05 - 0.000174693 i
1.5639e-05 - 0.000146944 i
1.96666e-05 - 0.00014916 i
1.05301e-05 - 0.000163759 i
-1.53016e-06 - 0.000154145 i
-1.36052e-05 + 9.87047e-05 i
-1.06045e-05 + 9.31173e-05 i
-1.30156e-05 + 9.9829e-05 i
-1.01739e-05 + 9.97898e-05 i
-1.38185e-05 + 0.000120665 i
-1.35825e-05 + 0.000143177 i
-2.12184e-05 + 0.000200243 i
-2.67276e-05 + 0.000276775 i
-4.33478e-05 + 0.000420538 i
-6.32182e-05 + 0.000636431 i
-0.000103255 + 0.0010114 i
-0.000161033 + 0.00159486 i
-0.000260343 + 0.00253062 i
-0.000402397 + 0.00388922 i
-0.000606655 + 0.00570284 i
-0.000841735 + 0.00759291 i
-0.00106838 + 0.00870409 i
-0.00109191 + 0.00778234 i
-0.000744482 + 0.0049896 i
-0.000331678 + 0.0021119 i
-2.03926e-06 + 1.45109e-06 i
0.00033368 - 0.00210561 i
0.000740243 - 0.00498012 i
0.00109321 - 0.00776627 i
0.00106275 - 0.00869052 i
0.000842513 - 0.00757997 i
0.000600758 - 0.00569492 i
0.000403387 - 0.00388197 i
0.000255623 - 0.00252597 i
0.000162631 - 0.00158841 i
9.91476e-05 - 0.00100937 i
6.51294e-05 - 0.000631494 i
3.90469e-05 - 0.000418256 i
3.00574e-05 - 0.000273133 i
1.89184e-05 - 0.000204143 i
1.82739e-05 - 0.000144632 i
1.15297e-05 - 0.000127943 i
1.25703e-05 - 9.71406e-05 i
5.00783e-06 - 0.000104712 i
1.2722e-05 - 9.44609e-05 i
9.78858e-06 - 8.24015e-05 i
-8.34928e-06 + 5.9395e-05 i
-4.57652e-06 + 7.98102e-05 i
-7.8931e-06 + 5.98931e-05 i
-3.91744e-06 + 8.5397e-05 i
-8.01637e-06 + 7.32268e-05 i
-5.07984e-06 + 0.000117614 i
-1.15043e-05 + 0.000130346 i
-1.0884e-05 + 0.000218363 i
-2.19862e-05 + 0.000295289 i
-2.82382e-05 + 0.000496246 i
-5.12887e-05 + 0.000757487 i
-7.72356e-05 + 0.00127093 i
-0.000131688 + 0.00203184 i
-0.000206508 + 0.00330719 i
-0.00032741 + 0.00509582 i
-0.000476895 + 0.00746383 i
-0.000624897 + 0.00966072 i
-0.000790444 + 0.0104145 i
-0.000969199 + 0.00844747 i
-0.000588603 + 0.00463097 i
-1.0546e-06 + 2.22021e-06 i
0.000585783 - 0.00462157 i
0.000958055 - 0.00841227 i
0.00078245 - 0.0103731 i
0.000615125 - 0.00961677 i
0.000472019 - 0.00743411 i
0.000323521 - 0.00507369 i
0.000207685 - 0.00329575 i
0.000129577 - 0.00201812 i
7.77919e-05 - 0.00126666 i
5.05113e-05 - 0.000754532 i
3.01802e-05 - 0.000500882 i
2.06111e-05 - 0.000294785 i
1.3955e-05 - 0.000226617 i
1.04816e-05 - 0.000124345 i
3.98389e-06 - 0.00011692 i
7.46732e-06 - 7.362e-05 i
4.9436e-06 - 8.1593e-05 i
1.09875e-05 - 3.99762e-05 i
1.08252e-05 - 5.34715e-05 i
1.02228e-05 - 2.17204e-05 i
-5.62022e-05 - 2.74358e-05 i
5.66663e-05 + 0.000104391 i
-5.82675e-05 - 2.96371e-05 i
6.00131e-05 + 0.000109593 i
-6.33004e-05 - 3.01573e-05 i
6.59196e-05 + 0.00012849 i
-6.95264e-05 - 9.60819e-06 i
7.10023e-05 + 0.000186489 i
-7.71813e-05 + 6.80535e-05 i
7.4658e-05 + 0.000329322 i
-8.3031e-05 + 0.000299509 i
7.2884e-05 + 0.000728913 i
-8.99259e-05 + 0.00096071 i
6.47553e-05 + 0.00181027 i
-0.000104647 + 0.00264328 i
3.97202e-05 + 0.00421733 i
-0.00021531 + 0.00571186 i
-0.000178381 + 0.0075677 i
-0.000312242 + 0.00808235 i
0.00120329 + 0.00676955 i
1.05988e-05 + 5.30889e-06 i
-0.00118303 - 0.00676882 i
0.000317724 - 0.00807384 i
0.000184998 - 0.00756129 i
0.000208459 - 0.00568983 i
-3.83709e-05 - 0.00420685 i
9.72983e-05 - 0.00262236 i
-6.66491e-05 - 0.00180097 i
8.10446e-05 - 0.000946692 i
-7.41535e-05 - 0.000717653 i
7.80358e-05 - 0.00028473 i
-6.90142e-05 - 0.000346563 i
7.12712e-05 - 5.90707e-05 i
-6.44139e-05 - 0.000191659 i
6.9676e-05 - 1.6469e-06 i
-5.4781e-05 - 0.000152795 i
6.62631e-05 + 6.73452e-06 i
-5.17855e-05 - 0.00011491 i
5.01449e-05 - 4.13253e-05 i
-5.46515e-05 - 0.000202243 i
6.27936e-05 + 2.39011e-06 i
2.98127e-06 + 4.72073e-06 i
-3.13794e-06 + 1.05057e-05 i
3.30695e-06 + 4.68428e-06 i
-3.13362e-06 + 1.13623e-05 i
4.06758e-06 + 5.8748e-06 i
-3.2496e-06 + 1.51958e-05 i
4.97275e-06 + 1.15746e-05 i
-2.93017e-06 + 2.6718e-05 i
6.6958e-06 + 2.91762e-05 i
-1.22701e-06 + 5.82578e-05 i
1.04461e-05 + 8.11352e-05 i
4.94416e-06 + 0.000149373 i
2.20864e-05 + 0.00023623 i
2.55452e-05 + 0.000417185 i
6.18697e-05 + 0.000679671 i
0.000107518 + 0.00115099 i
0.000309363 + 0.00174118 i
0.000725965 + 0.00216951 i
0.00111728 + 0.00215713 i
0.00104816 + 0.00135421 i
9.73268e-06 + 4.12938e-06 i
-0.00102835 - 0.00135013 i
-0.00110372 - 0.00215082 i
-0.000715811 - 0.00216678 i
-0.000306303 - 0.00173657 i
-0.000104098 - 0.00114934 i
-6.10121e-05 - 0.000675511 i
-2.32409e-05 - 0.000415799 i
-2.24764e-05 - 0.000233342 i
-3.72948e-06 - 0.000149284 i
-1.11552e-05 - 7.89341e-05 i
3.19586e-06 - 5.80876e-05 i
-8.34958e-06 - 2.82939e-05 i
2.89502e-06 - 2.86436e-05 i
-5.6752e-06 - 9.67191e-06 i
5.88556e-06 - 1.50536e-05 i
-4.81613e-06 - 5.14858e-06 i
2.69829e-06 - 1.54345e-05 i
-3.44306e-06 - 5.15197e-06 i
8.2872e-06 - 1.44498e-05 i
-1.21457e-07 - 6.10683e-06 i
3.51763e-07 + 2.368e-06 i
1.04122e-06 - 1.03983e-06 i
3.00798e-07 + 2.49959e-06 i
1.12352e-06 - 1.16662e-06 i
3.03173e-07 + 2.97261e-06 i
1.51636e-06 - 1.17812e-06 i
6.99374e-07 + 3.97066e-06 i
2.63224e-06 - 6.16986e-07 i
2.32954e-06 + 5.99164e-06 i
5.83134e-06 + 1.40961e-06 i
7.82105e-06 + 1.0219e-05 i
1.61962e-05 + 6.03771e-06 i
2.69184e-05 + 1.66668e-05 i
5.21367e-05 + 5.29202e-06 i
9.31651e-05 - 3.82638e-06 i
0.000166721 - 0.000114108 i
0.000173694 - 0.000316054 i
-3.13095e-05 - 0.000378882 i
-0.000249054 - 0.000340535 i
-0.000301335 - 0.000107915 i
5.34975e-07 - 7.62379e-07 i
0.000301301 + 0.00010626 i
0.000250611 + 0.000337881 i
3.26132e-05 + 0.000376415 i
-0.000170428 + 0.000313713 i
-0.000165231 + 0.000113475 i
-9.15381e-05 + 3.46152e-06 i
-5.19315e-05 - 5.29972e-06 i
-2.60158e-05 - 1.69235e-05 i
-1.63745e-05 - 5.98244e-06 i
-7.09418e-06 - 1.04964e-05 i
-6.13683e-06 - 1.2522e-06 i
-1.74381e-06 - 6.20912e-06 i
-3.02876e-06 + 7.5854e-07 i
-1.68391e-07 - 4.10271e-06 i
-2.00927e-06 + 1.49716e-06 i
1.79534e-07 - 2.91533e-06 i
-1.54579e-06 + 1.73222e-06 i
3.15573e-07 - 2.22013e-06 i
-9.81035e-07 + 1.60302e-06 i
1.22868e-06 - 1.68468e-06 i
-1.5514e-07 - 1.02089e-06 i
-3.1353e-07 + 7.04249e-07 i
-1.14749e-07 - 1.1318e-06 i
-3.51682e-07 + 8.28496e-07 i
-6.48603e-08 - 1.45465e-06 i
-5.08019e-07 + 9.85993e-07 i
-1.44153e-07 - 2.03608e-06 i
-9.50504e-07 + 9.52196e-07 i
-6.9929e-07 - 3.10247e-06 i
-2.2666e-06 + 2.66008e-07 i
-3.05415e-06 - 5.32428e-06 i
-7.3387e-06 - 1.7007e-06 i
-1.35125e-05 - 8.92086e-06 i
-3.02468e-05 + 3.36616e-07 i
-6.32849e-05 + 6.88023e-06 i
-0.000137219 + 0.000107999 i
-0.000159804 + 0.000329859 i
4.30143e-05 + 0.000382283 i
0.00025775 + 0.000324489 i
0.000290989 + 6.90365e-05 i
5.8106e-07 + 8.39702e-07 i
-0.000289181 - 6.70278e-05 i
-0.000257573 - 0.000321427 i
-4.3403e-05 - 0.000379511 i
0.000157413 - 0.000327544 i
0.000136149 - 0.000107574 i
6.22797e-05 - 6.63031e-06 i
3.02215e-05 - 4.38223e-07 i
1.29166e-05 + 9.08384e-06 i
7.52101e-06 + 1.61863e-06 i
2.64858e-06 + 5.51848e-06 i
2.61587e-06 - 4.05485e-07 i
3.80846e-07 + 3.23252e-06 i
1.33415e-06 - 1.08691e-06 i
-2.36735e-07 + 2.17462e-06 i
8.66842e-07 - 1.1944e-06 i
-3.75775e-07 + 1.52879e-06 i
6.39464e-07 - 8.52732e-07 i
-4.37621e-07 + 1.54317e-06 i
9.01337e-07 - 5.21579e-07 i
4.62677e-07 + 1.01134e-06 i
2.14289e-07 + 3.83493e-07 i
5.95476e-08 - 1.08895e-07 i
1.82405e-07 + 4.75281e-07 i
8.93655e-08 - 2.24565e-07 i
1.30153e-07 + 7.54181e-07 i
1.93175e-07 - 3.64031e-07 i
1.37942e-07 + 1.27123e-06 i
4.67839e-07 - 3.47286e-07 i
4.30831e-07 + 2.26729e-06 i
1.30553e-06 + 3.32141e-07 i
1.92053e-06 + 4.58501e-06 i
4.86142e-06 + 2.80217e-06 i
9.72904e-06 + 9.8612e-06 i
2.38111e-05 + 5.27566e-06 i
5.52679e-05 + 5.34477e-06 i
0.000136372 - 8.4351e-05 i
0.000177677 - 0.000323447 i
-2.51677e-05 - 0.000375918 i
-0.000249566 - 0.000314145 i
-0.000286625 - 4.54625e-05 i
-5.08257e-07 - 7.99197e-07 i
0.000285081 + 4.34211e-05 i
0.000249581 + 0.000310983 i
2.58446e-05 + 0.000373053 i
-0.000175106 + 0.000321169 i
-0.000135247 + 8.40624e-05 i
-5.43774e-05 - 5.4789e-06 i
-2.38294e-05 - 5.11875e-06 i
-9.26444e-06 - 9.99538e-06 i
-5.06832e-06 - 2.71715e-06 i
-1.53002e-06 - 4.77119e-06 i
-1.6191e-06 - 2.21991e-07 i
-6.14323e-08 - 2.43747e-06 i
-7.65272e-07 + 4.70402e-07 i
2.391e-07 - 1.42911e-06 i
-5.8146e-07 + 5.0945e-07 i
1.71465e-07 - 9.02834e-07 i
-4.01105e-07 + 3.2347e-07 i
2.04164e-07 - 5.99268e-07 i
-4.43973e-07 + 2.50001e-07 i
-2.44126e-07 - 8.37717e-07 i
-2.89595e-07 + 1.55166e-07 i
1.32158e-07 - 3.51397e-07 i
-2.61064e-07 + 7.21474e-08 i
1.08389e-07 - 2.45476e-07 i
-2.05293e-07 - 1.7612e-07 i
2.27598e-08 - 1.00193e-07 i
-1.80343e-07 - 6.32575e-07 i
-1.65075e-07 - 7.72191e-08 i
-3.13674e-07 - 1.52262e-06 i
-7.18091e-07 - 6.48146e-07 i
-1.27479e-06 - 3.7284e-06 i
-3.30844e-06 - 3.13399e-06 i
-7.30844e-06 - 9.67135e-06 i
-1.94668e-05 - 8.11653e-06 i
-4.96904e-05 - 1.26742e-05 i
-0.000136952 + 6.93463e-05 i
-0.000193539 + 0.000327119 i
1.35907e-05 + 0.000383364 i
0.00025104 + 0.000319522 i
0.000293281 + 3.41831e-05 i
4.91714e-07 + 7.91967e-07 i
-0.000291807 - 3.20957e-05 i
-0.000251133 - 0.000316237 i
-1.44356e-05 - 0.00038039 i
0.000190793 - 0.000324859 i
0.00013582 - 6.91626e-05 i
4.88553e-05 + 1.27415e-05 i
1.9492e-05 + 7.95866e-06 i
6.88649e-06 + 9.80572e-06 i
3.58253e-06 + 3.0159e-06 i
9.10699e-07 + 3.88556e-06 i
9.85358e-07 + 4.93565e-07 i
-4.72054e-08 + 1.65065e-06 i
4.52674e-07 - 7.52352e-08 i
-9.57933e-08 + 7.71573e-07 i
3.16989e-07 - 7.01721e-08 i
-8.91229e-08 + 2.3914e-07 i
2.14974e-07 + 9.67881e-08 i
-2.06332e-08 + 9.56736e-08 i
1.24513e-07 + 3.01509e-08 i
-5.39406e-07 - 1.19459e-07 i
3.65893e-07 - 6.05345e-07 i
-2.68037e-07 + 7.4357e-07 i
3.43844e-07 - 5.32053e-07 i
-2.40539e-07 + 6.38514e-07 i
2.85335e-07 - 3.10014e-07 i
-1.76567e-07 + 4.88713e-07 i
2.37076e-07 + 9.36079e-08 i
-3.44402e-08 + 4.24098e-07 i
2.84368e-07 + 8.91478e-07 i
3.58592e-07 + 8.6441e-07 i
9.13727e-07 + 2.93968e-06 i
2.33324e-06 + 3.2301e-06 i
5.73276e-06 + 9.19579e-06 i
1.64984e-05 + 9.78584e-06 i
4.58335e-05 + 1.77379e-05 i
0.000138762 - 5.87591e-05 i
0.000208454 - 0.000335322 i
-5.31758e-06 - 0.000396202 i
-0.000257159 - 0.00033069 i
-0.000304657 - 2.73895e-05 i
-4.93172e-07 - 7.85747e-07 i
0.000303228 + 2.52412e-05 i
0.000257303 + 0.000327282 i
